item_id,applicability_score,text_hash,text
148,1.0,b2aa995f20ac195c6421b57567d2dcf0e8401c453b12197b40afa9af2cc7f5d6,"Falar muito e dizer nada A subdiretora-geral da Direção-Geral da Educação (DGE), Maria João Horta, destacou nesta que a utilização de inteligência artificial (IA) na educação implica sobretudo rigor e responsabilidade, de forma a construir as escolas enquanto espaços seguros e saudáveis. Maria…"
149,1.0,9464b74bf68bbf4bf9bc046d3e3d24ff42b6439bed9d295c40cc0a135eeffa52,"New 📚 Release! Inteligência Artificial na Educação: Ferramentas Práticas para Estudantes - Um guia completo para estudantes do 3º ciclo, secundário e cursos profissionais by Sandra Lourenço #books #ebooks #ai #education Find it on Leanpub! Link: leanpub.com/inteligencia..."
150,1.0,1652d46a291d2c5c9c705c403714c33b04535f1ea768daa2417a069854e967e2,"Revolução na Educação com IA: Como a Tecnologia do Google Transforma Textos Complexos A inteligência artificial (IA) do Google está mudando o panorama do estudo de textos complexos com a inovação do NotebookLM, uma ferramenta que potencializa o entendimento e a análise de conteúdos elaborados.…"
151,1.0,e9fc44d946dbb253ea96aa2c71ede89c64c79f520652abf246600498b94ce8c6,"Recriar uma lenda: Agatha Christie ganha vida com inteligência artificial para ensino de escrita A inteligência artificial está revolucionando diversos setores, agora alcançando a educação com a inovação de recriar figuras históricas como Agatha Christie, a rainha do romance policial, oferecendo…"
152,1.0,752b5b3b2033aeee2ba874f3d19c2281f3612485bb44a62b27d432666ebce817,"O cara da educação física falando ""a inteligência artificial não vai acabar com o emprego de ningué, só vai separar quem realmente trabalha de quem só repete as coisas"" meu sonho de princesa ser otimista assim kkkkkk"
153,1.0,484d7a0ed5a547092355a5ccb0f90c0516931bae42a47bc74b0c9540015a132b,"Ensino de IA nos EUA: Como a educação pode transformar o futuro econômico A crescente presença da inteligência artificial (IA) no cenário global evidencia a necessidade de preparar as próximas gerações para um futuro cada vez mais tecnológico e automatizado. Nos Estados Unidos, um movimento de…"
154,1.0,a013ea680ae0a7bc35517dcd7158765c0fdc1ad8364b295a16dc6faf013a27e4,"Impactos da IA no Desenvolvimento Humano: Principais Insights do Relatório PNUD 2025 O Relatório de Desenvolvimento Humano 2025 do PNUD revela os impactos transformadores da inteligência artificial (IA) na saúde, educação, economia e sociedade, destacando tanto suas potencialidades quanto os…"
155,1.0,7620d7d2eb53ab48a373132ff0b083af9bae9901204b36dc2642b2cec3bf28bc,"Assegurar os direitos dos educadores e à educação no mundo inteiro - Heleno Araújo Em tempos de Inteligência Artificial, querem hoje transformar o professor e professora, atores tão centrais no processo educacional, em meros tutores de conteúdos já apostilados e pasteurizados. #Resistencia2498Dias"
156,1.0,482c14757abca9a19a699cc20e1eb41aaa6dc834da2a4963ad985ea46e94c6d9,"Foi um filme que muito me marcou por materializar uma história sobre potenciais mas, sobretudo, riscos do desenvolvimento da Inteligência Artificial em um cenário de total desregulação e falta latente de educação crítica sobre as tecnologias."
157,1.0,4e5aad8f089dc0e4d606b2b89197f168588553367f8b671dad0161121b73cf7e,"Transformando a Educação com IA: Plataforma Personalizada de Planos de Aula A inovação no setor educacional brasileiro ganha destaque com o lançamento de uma plataforma que utiliza inteligência artificial para criar planos de aula personalizados, promovendo ensino mais eficaz e ajustado às…"
158,1.0,269dc6d16d6493f5524427593a4c46f3482ab119fb89234b11b220ab1bc79d9d,"bravo, Prof. FINGER. o encerramento do episódio com os GIL foi emocionante d+ Colunistas Eldorado Estadão: Inteligência Artificial nas Ondas do Rádio: IA e a Educação Universitária Episode webpage: omny.fm/shows/coluni... Media file: traffic.omny.fm/d/clips/ed51... #podcast #podcastbr"
159,0.0,9ccae547d7c34ff7c21854ffa1a3520eac7179fa5ad6b422888b691590ce134e,"Google desafia o Duolingo com IA na educação de idiomas Recentemente, o Google lançou uma inovadora plataforma de aprendizado de idiomas baseada em inteligência artificial, buscando competir com o líder do mercado, Duolingo. Lançamento e funcionalidades do Google Labs para aprendizagem de idiomas…"
160,1.0,6f033483c0ce6d2004dfaf3416b2f88a74a54af99f517b5d60ba4ab86f2cc01f,"Inovação em Educação: IA brasileira revoluciona auxílio aos estudantes internacionais A tecnologia de inteligência artificial brasileira está conquistando reconhecimento internacional ao oferecer suporte inovador na educação. A IA Emy, criada pela Cubos Academy, foi integrada à universidade dos…"
161,1.0,2946f67319bb8c5b01fbf77be07a8b1663eadc42d11ab7d21b1c6ed1fb2edbef,"No centro das discussões sobre avanço da inteligência artificial, a educação ocupa um lugar de destaque. Enquanto alguns afirmam que a tecnologia representa um perigo aos processos de aprendizado, outros defendem seu uso como uma revolução no estudo personalizado e no auxílio ao professor."
162,1.0,256c6c2dfb046c901168ba39516e3b1741500684d587547953ecc8d7eb00f477,Saiba como a inteligência artificial pode transformar a educação LGBTQIA+ <URL> <URL>
163,0.0,1b60bd09aa0b7f410f44188a327207954e69c803fd2ca5c6f7abae140efd2817,"Automatize a Criação de Texto com IA: Guia Completo A criação de conteúdo textual é fundamental para o marketing digital, educação e comunicação. Com o avanço da inteligência artificial, automatizar esse processo tornou-se uma realidade acessível. Este artigo explora as possibilidades de usar…"
164,1.0,622c60a030ef5d542f86a60d20b556fdb2fdeb712208233635e724fee8c61bad,"Criação de Texto com Inteligência Artificial na Educação Infantil e Fundamental A criação de textos através de inteligência artificial tem se consolidado como uma ferramenta essencial no ambiente educacional, especialmente para alunos de 3º e 4º ano do ensino fundamental. Este artigo explora como…"
165,1.0,b3765fb86c7eb52375e18bf35c2befde326eb72908d5c983a432bfa69f6e5e53,"Como a Inteligência Artificial Está Transformando a Correção de Redações A inteligência artificial (IA) tem revolucionado diversos setores, incluindo a educação. Uma das aplicações mais inovadoras é na correção automática de redações escolares, facilitando o trabalho de professores e promovendo…"
166,1.0,f01f002dabd0e220e0538b3383bdad6bc7281339d9466d2b722b712b12a91dff,"Inovação na Educação: Ufal lança IA.Edu e a Primeira Cátedra UNESCO em IA Desplugada A Universidade Federal de Alagoas (Ufal) revolucionou a educação no Brasil ao lançar o Instituto IA.Edu e a primeira Cátedra UNESCO focada em Inteligência Artificial na Educação Desplugada, promovendo inovação e…"
167,0.0,b9ba2ddc75a229282a1a0ad59c6ce466c68504d283d0514adb212f01bbc5f3cd,"Já amanheceu em Maceió, onde partido hoje de um painel, falando sobre Inteligência Artificial e Educação naUniversidade Federal de Alagoas. Bom dia a todos!!!"
168,0.0,76b038c9b0c4c52a0e1c7022b6419c2d2d891bd0b3cc38bc11b66eff3389e98a,"No aeroporto de Brasília, ainda aguardando conexão para ir a Maceió, onde vou falar no lançamento da Cátedra de Inteligência Artificial e Educação da UFAL, compartilho registro da 1ª noite de Pessach, que passei na casa do meu filho, Maurício, em Curitiba. Foi muito gostoso!"
169,0.0,ccc303b8ab14d2b5cf7464774499ee96849d0eac71aa1429bcc46251e1ff9b6c,"No aeroporto de Brasília, onde cheguei há pouco, vindo de Curitiba, aguardando conexão para ir a Maceió, onde vou falar num painel no lançamento da Cátedra de Inteligência Artificial e Educação da UFAL."
170,1.0,0f4caa21f4fc04d384f50278a735351a2fc35efe4587b2ba74e2b975db609378,"O que Aprendi Usando o ChatGPT na Educação Oi, professor(a)! Tudo bem com você? Camila aqui. ... <URL> #education #inteligencia-artificial Event Attributes"
171,1.0,fb4e6c541bfeb94eacdfcb5be747d33708017e8d0756a835763098fa17f20fa7,Só se fala em Inteligência Artificial Generativa nos colóquios sobre educação
172,1.0,76766f95625f55e7f2fe32a15554b2fe2265dda1a1c172d818538336fdcb6f3f,"Super espontâneo a secretária de educação dos EUA recomendando que o ensino tenha A1 desde a pré-escola. Nem é porque mandaram recado para ela recomendar AI (inteligência artificial), do que ela nunca ouviu falar, e ela leu como A1."
173,1.0,23cd0e432d7de250a41bd7cfeec49f52dcf23f3c8534154ed916a3bc6c0a697d,"#ATENÇÃO!!! O governo chinês acaba de anunciar que a educação em inteligência artificial será OBRIGATÓRIA nas escolas a partir do primário já em Setembro de 2025!! Enquanto os EUA extinguen o ministério da educação, a China investe trilhões!!"
174,0.0,c3001f9d845020efb93d065114677e812a21c1343309c021f612bd10be79b741,(+) enviadas ao Conselho Nacional de Educação (CNE) para a elaboração de estudos sobre a governança da inteligência artificial (IA) na educação.
175,1.0,08c87e33b7ab1ca5d331ee576a2a6ff8f0e4e7fa70cf603f403c469c531ec13d,"De uma oportunidade perdida na Califórnia a um projeto que ganha destaque internacional, a startup HiSolver está mostrando como a inteligência artificial pode impactar a educação revistapegn.globo.com/startups/not..."
176,1.0,bd31f1fd27566463818fb07bbab103af3a6bf961b72a6ec6b070944075f028dc,"""Identificamos uma meta de Educação de Jovens e Adultos (EJA), que a gente sabe que é uma demanda muito urgente no nosso país. (...) Se pensarmos no século 21, discutimos educação e inteligência artificial (...) e temos uma população muito grande de analfabetos. (+)"
177,0.0,bd31f1fd27566463818fb07bbab103af3a6bf961b72a6ec6b070944075f028dc,"""Identificamos uma meta de Educação de Jovens e Adultos (EJA), que a gente sabe que é uma demanda muito urgente no nosso país. (...) Se pensarmos no século 21, discutimos educação e inteligência artificial (...) e temos uma população muito grande de analfabetos. (+)"
178,0.0,7bea77f4175f18404d774c185b5b13cea58f468908dbc60dc869e054d206983f,educação com inteligência artificial
179,1.0,7a9186eea403685da1aa793e54ec560b1d6929b9ad9e9a79cfeea58fd674eb84,"Decodificando o ChatGPT para a Educação – Por Ana Beatriz Prudente Alckmin As tecnologias de inteligência artificial, como o ChatGPT, desafiam o modelo tradicional de ensino, mas também oferecem oportunidades valiosas para inovação pedagógica #Resistencia2468Dias Siga nosso BlueSky DilmaResiste"
180,1.0,d13ca90ef1d9674c2260fb94f261bb32490c089d868954b3fd4bd2d6f5f2f082,"🤖 No #IA Canelas Summit, falámos sobre “O papel da Inteligência Artificial na #Educação: desafios, obstáculos e oportunidades”. A inovação tecnológica só tem verdadeiro valor quando colocada ao serviço de uma educação mais justa, mais inclusiva e mais centrada nas pessoas."
181,1.0,ff24a340d57a1ad2777019c722b9f6df483bf1dae5e40a11f66696cebf702f46,"E será que isso é bom? ""A educação digital está evoluindo rapidamente com a ajuda da inteligência artificial. 📚🤖✨ "" #educacaodigital #aprendizadopersonalizado #inteligenciaartificial ligandoospontoscom.wordpress.com/2025/03/26/a..."
182,1.0,9bdfa55990594381d02e87eb972fc89f142dceea11a65a5ccd883aacf6c774c8,"Você já percebeu como o excesso de estímulos digitais está afetando a atenção dos nossos alunos e a conexão com suas famílias? Leia nosso novo artigo e descubra como a inteligência artificial pode transformar a educação! #Educação, #Tecnologia, #InteligênciaArtificial e #InovaçãoEducacional"
183,1.0,153101977b9f72f0acccb7b6b955b426994a80fad7b659a05bf84c9ec730a6fd,"O tema de redação do 3° ano do EM é apenas "" Desafios para o uso crítico da inteligência artificial na educação brasileira"""
184,1.0,d2404506c4e5d72a0385149fc09ba6ae60f414834fcd8957b5b42e4e3976c755,"Usamos inteligência artificial para criar um desafio diário sobre oceanos. Educação ambiental de um jeito divertido, no site. Queremos feedbacks. correiosabia.com.br/desafio-ocea..."
185,1.0,549e1b7a2116d51ad1a201ac76e569ec8c07af5e2ac20ad0c77cc6093c2b9209,"A Relatora Especial da ONU sobre o Direito à Educação, Farida Shaheed, incorporou pontos sugeridos pela Campanha Nacional pelo Direito à Educação em relatório temático sobre o uso da inteligência artificial (IA) na educação."
186,1.0,9d71b52636a12e3b727608e5c045a73653f1b1b70907307f7cb5cf827ade0c97,📢 Inteligência Artificial: Relatoria especial da ONU para o direito à educação incorpora sugestões da Campanha ➡ SAIBA MAIS: campanha.org.br/noticias/202...
187,1.0,a68e03dc72e0f60f7be23ea7027e216b95884703664cabc4f35e873179a4dba9,"Nos últimos dois anos, a inteligência artificial passou de novidade à ferramenta essencial na educação e no trabalho. Mas como fazer um uso responsável, entendendo sobre governança, pedagogia e letramento digital? Falamos sobre isso na <USER> Leia: palavraaberta.org.br/artigo/maquina"
188,1.0,3edeeafa17d41f89735a792deb06dc5997f1272d20d31763acb2bdcd408bcd63,Ufra realiza VI Semana do Cérebro com foco nos impactos da Inteligência Artificial na Educação <URL>
189,1.0,26cc63a59f6bfe24efbd4ab40d0646195fd856720535d3404c55b9a06eb1bcaa,"Inteligência Artificial ja faz parte do currículo de escolas públicas e privadas pelo País. Entre elas, a da rede estadual de Educação do Piauí, um dos estados mais pobres, mas também que tem avançado mais rapidamente em Educação Básica."
190,0.0,f7242eafd6526d392d8dede03e82aa195adf879627905c9790f0a919da5f81f1,"Regulamentação da inteligência artificial, novo Plano Nacional de Educação, combate ao Covid e pensão para vítimas de tentativa de feminicídio. Confira, na Rádio Agência: cd.leg.br/wfxJD8AdIe"
191,1.0,48b5283088c808cef8653c167d6c664c646a36201c97fb9b89b54f2629daffd1,"📰""Educação deve ser aliada das novas tecnologias"", diz presidente de associação educacional Celso Niskier ponderou a importância da inteligência artificial no ensino superior, durante o programa 'CB.Poder' desta quinta (13/3) correiobraziliense.com.br/euestudante/..."
192,1.0,d45224cd80eeadc70e5a22df09097888bb758d68f03e01476cbdbd5b0f90bf47,5. Desenvolvimento da Educação Digital - Forte investimento na digitalização da educação - Ensino e aprendizado baseadas em inteligência artificial
193,1.0,7bdf7aee926b1b31a164be5aba8893f472ac6da5dfc71b3112d81044bf25eda9,#Opinião 📝 Arnaldo Niskier | O plágio da inteligência artificial. É necessário regular as big techs e melhorar a educação midiática da sociedade; respostas do Congresso e do governo federal estão atrasadas
194,1.0,4ec1bedd24c802971933fbf897aab2dff81e165f33807007a473c1b31da5cc5c,A série de materiais Educação Midiática e Inteligência Artificial explora a urgente necessidade de cultivar uma sociedade informada e crítica frente aos desafios impostos pelos avanços tecnológicos. Conheça o e-book: educamidia.org.br/recurso/emia 💻📕🤓📲📝
195,1.0,5bb9eb7d1420ae7e04df27c6c187d035cef1ff7ca3c0f6b71db94161e267473b,Educação em inteligência artificial fará parte do currículo a partir do ensino fundamental
196,1.0,cdfa9044f50d69d287c363c8f5643afdf947c7b766c5b05065887fc52d53e1bf,"IA e Educação - A integração da inteligência artificial na educação só será verdadeiramente eficaz quando os professores dominarem as interseções entre tecnologia, pedagogia e conteúdo Por Ana Beatriz Prudente Alckmin Leia o artigo:"
197,1.0,2928747aa58b135deea0d0983833aa80e90289ec9e76c8e2541e680296bade57,Educação e aprendizagem à prova do futuro num mundo de inteligência artificial (AI Dub Portuguese)
198,0.0,665ab25edfeaaa3f6e88c0d27f44479eaad9385b59a231cc8f520b3bdb0e51b2,Paraná lidera classificação nacional para 3ª fase da Olimpíada de Inteligência Artificial #Educação #GovernodoParaná #Notícias #Paraná
199,1.0,2928747aa58b135deea0d0983833aa80e90289ec9e76c8e2541e680296bade57,Educação e aprendizagem à prova do futuro num mundo de inteligência artificial (AI Dub Portuguese)
200,1.0,4a3d8dde41fa0d635eecabebf9a8b505deefc714e895df2d564e341b4c2b35f3,"Conhece o livro Inteligência Artificial e Pensamento Crítico: Caminhos para a Educação Midiática, de autoria de Alexandre Le Voci Sayad e publicado pelo Instituto Palavra Aberta? Acesse gratuitamente: palavraaberta.org.br/biblioteca"
201,1.0,9106f17b51e6a44ce3f45f786e262eb91140db011e6f171c69d4d26351c6bc4c,"Notícia da <USER> ""Plataforma de educação vai à Justiça contra inteligência artificial do Google"" Link sem paywall ⬇️"
202,1.0,b08ce679005bb25cfd0b99528029df8916b779e8e0fdf4381e5525bf818b77ba,Plataforma de educação vai à Justiça contra inteligência artificial do Google .
203,1.0,ff726c55c129b4e2fd559098974efd0e9148cc6c1e709e2518adc90e2064d721,Contrapontos na Educação Comento sobre os riscos do uso da Inteligência Artificial na Educação. Link youtu.be/542u_6RNASQ
204,1.0,a7bda35b119d6ed71591c78e584497820eb56ab95c15778e584b25ecba9fbbb7,#BoletimContee | 21/02/2025 DESTAQUES | cutt.ly/destaquesCon... •Cacá Diegues: O legado imortal de um mestre do cinema brasileiro •Câmara dos Deputados debate ... inteligência artificial na educação e no trabalho •Denúncia ... contra Bolsonaro: ...defesa da democracia [+] em contee.org.br
205,1.0,465efac5315dc08ec088a1a02af498757767bf9a63dca18b5f6c74fbe3958f64,"Em artigo assinado pela nossa coordenadora de educação Mariana Ochs na <USER>, debatemos como o letramento em inteligência artificial pode garantir uma adoção mais ética e pedagógica dessa tecnologia. Acesse o nosso site e confira o texto completo: palavraaberta.org.br/artigo/maqui..."
206,1.0,7bb5a561edc3d26e1814ad549a2270bf7dc4aea330c92046691a658249ae5e07,Como assim você ainda não leu nosso e-book sobre educação midiática e inteligência artificial? Faça o download agora e corrija esse erro! É gratuito: educamidia.org.br/recurso/emia 💻📕🤓📲📝
207,1.0,353a7bffd656a438177f79e563d15dcd4cb5c5bb45efc9c96eca4eed220172f4,"IA impulsiona o mercado criativo! 🚀 Notícia do Estadão/MSN destaca como a Inteligência Artificial está transformando comunicação, tecnologia e a educação, abrindo novas oportunidades de trabalho. Empresas e universidades se adaptam. #IA #InteligenciaArtificial #MercadoDeTrabalho #Inovacao"
208,1.0,4b76bad1305a8f2c88496c1bf6aeba7e9dab4df115ad6b9f176e88da744880b7,Ligado aqui no Seminário INTELIGÊNCIA ARTIFICIAL E EDUCAÇÃO: Desafios e Oportunidades. Dia de reflexões e debates para ampliar nossa visão sobre os benefícios e riscos desta tecnologia que está mudando tudo. #IA #Educação #LifelongLearning
209,1.0,381682150861fb413106411bd4a71a25b9ace701660d985e187953c9e3016d0e,"O uso de inteligência artificial na criação de materiais didáticos pode personalizar o aprendizado e torná-lo mais eficaz. Isso trilha um novo caminho para a educação, impulsionando a formação de talentos qualificados. #educacao"
210,1.0,9d6974e22d9ea70c36177540cb9c84703c08ceee18001acdfe34790dd1012e05,"✨19/02: Seminário: Inteligência Artificial e Educação - Desafios e Oportunidades📚🚀 Dia 19/02/2025, com transmissão online. portalnte.educacao.mg.gov.br/index.php/ho... #portalnte #nteminasgerais"
211,1.0,12e7be0558a5838bdd7413abbf732a8c0dec6acef8cb5ed2e4bb41d9ed07abde,"Sob o comando de Rossieli, a Secretaria de Educação do Pará comprou 1,43 milhão de kits didáticos, que incluem correção de provas com inteligência artificial, da Somos Educação, grupo ligado ao empresário Mario Ghio Jr."
212,1.0,fccd2901b632aad51294ae53b88d051dc94566d11c8e6d2822f2dbd8c0881e27,"""Como modelo de inteligência artificial, não posso..."" - quem nunca encontrou esta frase ao corrigir trabalhos de alunos? A IA generativa na educação superior traz dilemas sobre integridade acadêmica que vão além da discussão sobre ""plágio""."
213,1.0,bd26063a778f3bab9f991f0d309212a2518a089ec84fcfcd6f292a5fc0ecab67,"O objetivo é discutir a relação entre inteligência artificial, a educação e o investimento dos países para o uso dessa ferramenta na formação de professores e alunos."
214,1.0,c3d452d443df163d38b91446c922ac9f4d078e71538cf8eb73b3416c22fc8a19,"Inteligência artificial na escola, uma revolução já em andamento O Ministro da Educação Nacional, Ensino Superior e Pesquisa, Elisabeth Borne (no centro), acompanhado pelo prefeito de Essonne, Frédériique Camilleri, em Longjumeau (Essonne), em 6 de janeiro de 2025. Anna Kurth/AFP ""Há duas coisas…"
215,1.0,5d205880184b981b9cc220ebb9e2d2a558067d523ef5d5ff89235ffb96db877e,"Como a inteligência artificial movimentará o cenário educacional em 2025? A coordenadora de educação do <USER>, Mariana Ochs, trouxe reflexões importantes sobre o tema em matéria realizada pelo Escolas Conectadas. Confira: escolasconectadas.org.br/noticias/tem... 💻📕🤓📲📝"
216,1.0,c34ca6409b24c9c8e4874a332718752d6dab2e260fec3ea17a22b2412383bf1a,"Na visão do vice-presidente de Transformação Digital da Ânima, a função da inteligência artificial na educação é servir como ferramenta para aproximar alunos e professores"
217,1.0,b78405c975f82e68f483835ad8f4d2539393284d106e17ea5e8eea09bc44ea17,"extremamente pavoroso ver que tudo na educação agora é steam, inteligência artificial e discussões rasas e acríticas sobre mudanças climáticas"
218,1.0,c17b9b395702f8e05a623b92cab5f172f8d514c21c91e68216b8de5ade78366f,O uso da inteligência artificial (IA) está transformando a educação e o trabalho para milhões de pessoas ao redor do mundo. É hora de ver a IA como uma aliada e não como uma inimiga. Leia a matéria completa aqui: <URL>
219,1.0,9b31b85fa14ca8fbcdcfdd75039ea70c38f8d053cb27b4b1a4d1da86b17e044e,O levantamento destaca como as pessoas em todo o mundo reconhecem a importância da educação em inteligência artificial. 🤖👀 #mercado #tecnologia #IA #EducaçãoIA #TechCompass2025 #cotidiano #inovação #Brasil falandotech.com/tecnologia/b...
220,1.0,4b19d9ed501a4fe1ee2bf04b26efc9a0a70efc87917aaaaa2098abd63414349d,"O “curso do futuro” virou realidade TECNOLOGIA + EDUCAÇÃO Parece que as prioridades mudaram. Pela primeira vez em uma universidade brasileira, o curso de Inteligência Artificial se tornou o mais concorrido, ultrapassando Medicina no SISU 2025. Nos últimos anos, a UFG — Universidade Federal de…"
221,1.0,3a6f62c3fcd5c34b8464a242d02db05b5cfdfe7c58e9708ec440a7e4c3df4946,Série do JN mostra como a educação pode aproveitar benefícios da inteligência artificial. O Piauí é uma das primeiras regiões em todo o continente americano a adotar o ensino de IA como uma disciplina no currículo da educação básica. Confira a reportagem completa: glo.bo/3Evwpv9
222,1.0,cf76c8d4fa6b7f5d64c2d058578ff0d38a90ac21380cc5fae74b75aa1a579410,Série do JN mostra como a educação pode aproveitar benefícios da inteligência artificial
223,1.0,7f571723e67e6155cbcc847cb43f21eee784b377dc5aadea3b493aadc341fed1,🧪SciELO Preprints: POLÍTICAS E PRÁTICAS DA EDUCAÇÃO EM INTELIGÊNCIA ARTIFICIAL NA CHINA 🔗 doi.org/10.1590/SciE...
224,0.0,44ddd65a0c47ac8a1ec730e5f98b8eb8a3ea7af2d2fb16a40231ef283b55ed70,"Vaticano publica nota sobre a relação entre inteligência artificial e inteligência humana O Vaticano publicou o documento Antiqua et Nova, que reflete sobre a relação entre inteligência artificial e inteligência humana, destacando seu impacto em áreas como educação, saúde, economia e segurança…"
225,1.0,c3c6903a1f14ad64bb41f2c6e686da9004f165b77e2f7ea374f89b60cd190788,"Em entrevista ao site Escolas Conectadas, nossa coordenadora de educação Mariana Ochs falou sobre as competências digitais e o futuro da aprendizagem em tempos de inteligência artificial. Acesse a reportagem: escolasconectadas.org.br/noticias/tem... #educacaomidiatica"
226,1.0,c6d0a5cf1443fff34ece3649cd930064001fe83526ea8405a7d826f4a11eaba4,"Em entrevista para o programa Conexão do Canal Futura, nossa coordenadora de educação, Mariana Ochs, falou sobre o uso ético da inteligência artificial, destacando os impactos dessa tecnologia nas escolas. Confira: globoplay.globo.com/conexao/t/1w..."
227,1.0,cffbb6f8cf137b14446a7234ffe4df908e36b4cf438808730f1fbe833e198c9e,"ONU: em Dia Internacional da Educação, estudante brasileira alerta para dependência da inteligência artificial nas escolas <URL>"
228,0.0,c2a0ffc9b975c7802ff7bcb19a46e1bdc59ee12968079fc3a03846388ada92c9,Eu falo pra pessoa que tem preguiça de fazer ALT pra copiar o texto da imagem usando o OCR que tá no Google lens e brota um maluco falando de inteligência artificial. Educação em informática já nas escolas! (voltamos aos anos 90)
229,1.0,269491ab1fbc0580120200a6576dc6980aec7615d9b5c4160183bd3262ee5a98,Dia Internacional da Educação em 2025 é dedicado à inteligência artificial | CNN Brasil <URL> Posted into Notícias <USER>
230,1.0,4d899b71120d86c8cc1d6773904cbb78b9bf9c84e7509eadc6a82aecab950336,Dia Internacional da Educação em 2025 é dedicado à inteligência artificial
231,1.0,baf18c27e38a57981e32d8f7788adebdaf5ff9ad3a58fea1a361182ce74b5c49,"📚 Como a IA ajuda na educação? A inteligência artificial personaliza o aprendizado, criando planos de estudo adaptados às necessidades de cada aluno. 🎓🤖 Comente como você usaria IA nos estudos! 💬 … ao infinito e além… 😇😉🚀👏🏾🛸👽🖖🏾🥷🏾🙏🏾🎯🤩 bit.ly/pixelabunemat"
232,1.0,299d81d44b6426bfe4eebfca32a604a31da9329cd62f421ee56e6ce9bd9a27ae,"Como a Inteligência Artificial impacta a Saúde e Educação Descubra como a inteligência artificial está revolucionando setores como saúde, educação e agricultura com aplicações práticas e inovadoras."
233,1.0,ac5404e85a4cc7fd3b7d96c47e1b58f3d33dd2dff311761d9bbf6f84591be365,"A inteligência artificial está cada vez mais presente em diversas áreas, incluindo a educação. Esse foi o tema abordado por <USER>, no programa ""Mais Você"", na última quinta-feira (16). Confira! 🤳"
234,1.0,83d0a3e6648f0f5b5c912639f6fd7be6dc3d645ceb1fe1d3713a814e2b742f47,Inteligência artificial para humanidades e educação é tema de curso on-line da USP jornal.usp.br/universidade... via <USER>
235,1.0,4beb6a63e26ff8a528f94fea83ceb8c2d1ec05af1d60976bc9a1ef847fcf0781,"Pensado para alunos de humanidades e professores da rede pública, o curso de difusão a distância e gratuito ""AI Tá On: Inteligência Artificial para Humanidades e Educação"" tem inscrições abertas até o dia 22 de janeiro. Saiba mais aqui!"
236,1.0,691e303ba1dc98931a4ea48466513f66874c74cff531866cc63e629340d1526e,"A inteligência Artificial auxiliando na Educação, amei a proposta deste caderno você lê o QR CODE que tem nas folhas e tem acesso a diversas formas de aprendizado Gostou? ( ID BRD-ETK-BYU ) s.shopee.com.br/4AkOEKPYz2 #tecnologia #inovação #futuro #voltaasaulas2025 #escola #caderno #aula"
237,0.0,961279a57b0a0a65bb65369a723732b5515aa24134b8f8dabc134e5296a29362,"Startup britânica de IA com laços governamentais está desenvolvendo tecnologia para drones militares | Inteligência artificial (IA) Jasper Jolly Uma empresa que trabalhou em estreita colaboração com o governo do Reino Unido na segurança da inteligência artificial, no NHS e na educação também está…"
238,1.0,8304a7971a8df5b13696ff4dc3d5e00b0bfdb3dbf893e1e0d7ae8c118f280151,"📰Educação em pauta (2024-2025) O ano de 2024 foi de grande movimento em todo o mundo no uso da inteligência artificial na educação, enquanto, no Brasil, as escolas públicas não têm internet de alta velocidade nem professores digitalmente capacitados"
239,1.0,759738dc24074d24a76e83cbfcb4196befdcfbeb481acfc5e93345de4744fd01,Resumo: - Inclusão de Inteligência Artificial e literacia digital nos currículos do ensino fundamental e - Objetivo de promover inclusão tecnológica e mitigar desigualdades de acesso ao conhecimento. - Preparar estudantes para o mercado de trabalho e a sociedade digital.
240,1.0,8e139b8af6db2d3d56570dcc1cc56ff17895d7380a77417fd1ba9422ef6f2b58,"O ensino superior deve se reinventar para sobreviver na era da inteligência artificial. A automação inteligente alia empatia e produtividade, permitindo que profissionais foquem em tarefas estratégicas e criativas"
241,1.0,402b2a428abd78530f9bb83adbeefc3512645f0220a9caf46ac063604f0d7b55,Mali: Ensino de línguas locais através da inteligência artificial fr.africanews.com/2025/11/26/m...
242,1.0,66374534a99301a0375427349a5f4c66cb51a8c4668cf329aad0a712378c6788,Pesquisa mostra desafios do uso da IA no ambiente escolar. O estudo aponta desigualdades quanto à adoção da inteligência artificial entre as redes de ensino pública e privada agenciabrasil.ebc.com.br/radioagencia... via <USER>
243,1.0,3808723c1f7a1d0e77737c2e8552fae5346359592d2919e2603dd33ae2549804,"Vem aí o ChatGPT para professores Imagem daqui. Aparentemente revolucionária, a inteligência artificial veio para ficar. A OpenAI anuncia já o desenvolvimento de uma versão do conhecido ChatGPT especificamente destinada ao ensino, para uso de alunos e professores. O que vimos e experimentámos até…"
244,1.0,75c30121a4f8ef05e685a9b9e0e1bb9c189c70122646b8cc03f8ecc09593f49c,Universidade de Évora lança estratégia institucional para o uso da inteligência artificial A academia eborense apresentou um plano estruturado para integrar a inteligência artificial no ensino e na vida académica.
245,1.0,0a1ddfca68cb51614b4252505deae19d04a6c6fa4662e39abc17951807f90a9b,"Daniela Braga, líder da Denined.ai, acredita que o ensino e o trabalho terão de mudar profundamente para acompanhar a inteligência artificial. E deixa recomendações para os mais jovens."
246,1.0,0596741e5044cc1e42e20cbb7933173dcf5f33011f8bc9edd8079b0817adae40,"🗞 Agência Brasília Inteligência artificial promove inclusão digital para cerca de 1,6 mil alunos da rede pública de ensino do DF"
